name,datetiem,text,rate
银河系漫游指南,2018-11-10,去年暑假自驾游去满洲里，在夜幕降临的草原上只有一条没有路灯的公路，于是我们仿佛是在漆黑一片的宇宙中航行，丧失了远方对比的景象也同时失去了对于时间的感知，不知道过了多久，突然远方出现了一些闪亮的斑点，越来越多越来越亮，就像黑色沙漠里的金色蜃影。后来知道，那是满洲里金光四射又空旷无人的大楼，一个完美的蜃影。那天晚上，我住在一所残破的酒店里，透过布满灰尘的大窗户，可以看到周围金色灯光下的街区，但是除了自己以外几乎见不到人，一种末日余生的感觉。所以在看这部电影时，我怀疑胡波有和我一样的满洲里经历。,推荐
冰雪殇·保罗·张,2018-08-05,能拍出这样的电影的人，自杀也只是完成生命最后的仪式吧。全程灰色基调和时而插入的后摇有着我无法理解的绝望，可是就算是我的如此平庸的生活也能找到很多色彩啊。越看这种类型的电影，我就越喜欢热爱生活的人们,2018-08-05 09:31:55
野野,2018-11-15,1尚未抵达大师，却才华横溢，可以看到受侯孝贤与贝拉·塔尔的影响很深。养老院段落的横移长镜头，与《天谴》特别相似。2略不同之处，长镜头虽然很慢，但胡波却在里面安排了一些强情节（人与人的对峙），长镜头叙事在慢与紧张之间形成微妙的浪潮。3许多段落的前景以近景而漫无目的行走的背影为主，后景变虚，仿佛我们就跟着里面的人在走，产生不被注视的、毫无风险的沉浸感。4「我只是一场空洞恼怒，我再也不知自己是什么」（巴塔耶）。但片中的每个人，一直没有明确的行动与希望，他们没有解决问题的能力，或者说，不管去往哪一层空间，人都是无处可逃。5影片的情绪是导演的情绪。我不认为胡波的绝望在于彻底撕毁，他可能想过与世界和解，才会创造出那么多绝望的人。6「大象」从来没有出现过，这是片子的高度。,力荐
茕林复,2018-09-04,"若说死者为大，那对所有在世和不在世的影人而言，都是不公正的。
评论区何必要贬低绘画、音乐或舞蹈呢。拍电影、当作家的，哪里都是这么g眼看人低的呢？",很差
SingLesinger,2018-07-21,愿你在星辰那端忽闻象鸣。,力荐
觉 溺,2018-08-03,人活着呀是不会好的 会一直痛苦 从出生的时候开始就一直痛苦 以为换了个地方会好 好个屁啊 会在新的地方痛苦 明白吗 没有人明白,推荐
猪老三,2018-11-19,跟成年后的世界相比，青春期的痛苦也许不值一提，但为什么痛得如此锐利清晰，这个问题一直困扰着我，直到有一天我发现自己已经丧失了去打，去砸，去愤怒去干架去和全世界对着干的勇气,推荐
黑色女巫,2018-06-29,希望导演的才华不会被辜负,力荐
小月,2018-08-12,我感觉导演拍的有些过，一方面四小时没必要，现在导演都爱搞长镜头，没必要的长镜头很拖时间;一方面人物痛苦不能让人完全理解，有不满有误会都不讲清楚，把郁闷无限放大成绝望，为赋新词强说愁。老头自己的房就说不去敬老院能怎样？男学生就讲实际情况被欺负时甩了下那人就摔下去能怎样？女孩的事情既然没有过界别人爱怎么说怎么说能怎样？男孩好友不知道受多大仇多大怨，留下一句“世界太恶心“”就自杀是不是太矫情？导演想讲的就是生活一团狗屎，大家都想逃，但哪里的生活都是一团狗屎，所以留下来面对狗屎吧。生活不止眼前的苟且，还有远方的苟且，不对，是还有诗和远方！说好的大象呢？刚发现原来导演去年自缢身亡。。难怪要表达的态度如此消极。。我只能说，只有活着才能看到今天的成就。。,推荐
尘鸿,2018-08-03,和小说一样狭隘，死并不是光环。,较差
matchbox,2018-08-05,镜头很讲究，人物发展真是没啥共鸣。那不绝于耳的后摇嘛，呵呵。,还行
卟咚,2018-11-18,因为导演去世了，所有人就把焦点放在导演身上，忽视了作品本身，部分观众熬了四个小时可算看完了电影，开始大笔一挥批判导演心理阴暗目光狭隘，甚至说他卑鄙无知，“这个国家的人怎么都这样邪恶？”这句话还真说对了。部分观众太把自己当个人了，站在上帝视角指责导演抗压能力差，作品呈现的三观太狭隘，所有人必须热爱这个世界吗？所有人都必须乐观吗？凭什么呢？他拍电影就是一次彻底的释放自我，不可以随心所欲一点吗，因为这就是他眼里的世界，他拍下来给我们看，然后你双手叉腰开始喊：世界才不是这样的！生活处处充满希望！有什么用呢？人类的悲欢并不相通，也不一定要每个人都理解。你的世界是彩色的那是你的荣幸，以此来指责嘲笑黑白世界里的人，那就是你的不对了。,推荐
添糖电影院,2018-07-21,这部电影你能看到导演的影子，看到个体在创作中的坚持。是个漫长的好故事。现实地纪录着存在着的生活的一面。大象就是另一面。,推荐
Theo's Anatomy,2018-02-23,#berlinale2018 斯人已去，这是胡波对他人生最好的辩白，感谢FIRST慧眼识珠把小说集《大裂》影像化，相较文本安插了结构上的巧思，冠之以恒的是对存在的质疑，游走在此岸与彼岸的辩证里，无法的回归远方与无处不在的故乡。确实是一次肝肠寸断的观影经历，导演把大象藏在了房间里,推荐
name,datetiem,text,rate
No.5倔与罚,2018-02-26,大象席地而坐，你我站在人间。,力荐
獨孤島主,2018-11-15,最凛冽的果，建立于自觉揉碎仍显决绝得太过封刻的因。调度能力满分，演员选用满分。,还行
青木,2018-08-09,被概念困住了，一股死气。,还行
Qne,2018-08-25,230mins的电影，没一个片方会发行。这是片方噩梦。为了这自杀，你是殉了梦想还是殉了荒诞？,较差
樱鬼之墓,2018-03-22,男女主角都很好，但电影……多给一星向死亡本身致敬。,还行
堤,2018-08-20,朝聞遊子唱離歌，昨夜微霜初渡河,力荐
孤岛影者,2018-11-16,"底层只欲脱身去看满里之象，不知身边皆是都灵之马，导演向死而生之作，这个操蛋的世界，操他妈的！正如韦布与黄玲的对话，每个人都有不可说的心事，世界不过是一片荒原。经济压迫、情感绞结、校园霸凌、家庭纠纷等，一系列聚集现实之中的黑暗，似乎凝聚了黑暗的全部，又或许只是胡波眼中一小部分。
“弄死了正好。”“活着就是好烦。”“人活着呀，是不会好的。以为换了个地方会好，好个屁啊，会在新的地方痛苦。”“你根本不知道活着是这么回事。”一句句台词，正合我心。【没拿个摄影奖我就很难受】",力荐
年迈的小蚂蚁,2018-08-01,你应该是个伟大的诗人 我应该是个伟大的死人,推荐
基闹,2018-08-05,太清楚活着是怎么回事儿了就没法好好活，最想要去到远方寻找意义的时候这件事最没意义。,还行
Elisa Day,2018-03-21,死者为大吧,2018-03-21 20:58:44
花河马,2018-08-02,影片我看不下去...但我向导演追求信念致敬！,很差
[已注销],2018-10-24,谨以一颗星纪念我生命中被浪费掉的四个小时，能看到一部继承了国产民间独立电影中所有的矫揉造作和自以为是并将之发扬光大的片子实在是一次难得的人生体验，衷心希望文青们从今以后能先达到毕志飞十分之一的导演水平再踏上逐梦演艺圈的道路。,很差
i'm威廉,2018-07-08,"在烂片横行的年代，该片可看作为带文学性相对多的作者电影，朴素的影像语言表述了主人公青春史里的轶事，几个家庭的怨恨交织关系。苦闷、悲伤、绝望和迷惘充斥其中，灰暗的气氛底下深处闪着微弱的却又坚强光芒。导演有很好的人文洞察禀赋，鉴于斯人已逝，不作过多评价。



















































满洲里有一头大象，体长4米，拥有这头大象的老板不喜欢，非得要求饲养员把它砍成2米。饲养员逼于无奈，只好从尾巴剪起。结果仅仅是剪掉了尾巴，大象就死了。从小把它养大的饲养员伤心过度...",力荐
潋 | Béatrice,2018-04-09,灰暗阴冷，导演的世界观和内心世界的投射，很多剧情设计和人物构思就是拧巴执拗。技术纰漏很多，比如台词不对味，收音失误大，镜头的稳定度和不必要的停顿，但瑕不掩瑜。最后，点名批评翻译Ember Yu！语焉不详用词不准句式混乱，甚至许多句子根本没翻译，大幅度减少了不懂中文的观众对片子的理解。,推荐
Lonecat,2018-02-25,勉强三星，导演个性不错，在中国不一条道走到丧哪能成为众人缅怀的“艺术家”，但这片说实话拍的一般般，四小时的确偏长了点。,还行
炸酱面,2018-09-19,拍得很认真，但抛开制片人和投资人王小帅夫妇从商业角度上说胡波的“电影院这么长时间的电影不可能”之外，单从节奏感上说，删减到120分钟没什么不好。因为电影发展到现在，之所以大部分都在90-150分钟，肯定是有原因的，它是观众的注意力能承受的一个平均范围。即使不谈商业，电影也毕竟是给人看的，我也不否认艺术这种东西只有钻牛角尖的人才能制造出来，但确实像王小帅说的，电影想表达的底层人物的悲惨生活这个剧本并不复杂，所以120分钟和240分钟没有区别，观众都会理解剧情的含义。另外说电影剧情，并不庞大，也并不复杂，也不太刻意，就是很细腻，很写实。综合三星。,还行
五色全味,2018-08-01,只以戲論戲實話實說。在情緒性和視覺展示上不乏亮點，但戲劇本身的處理卻頗多問題很不自然，刻意和做作的成分居多。至於vision的不足則無須苛責，可惜看不到下次進步的可能了。ps：真的不用這麼長。,还行
子戈,2018-08-02,"诗意的远方存在吗？
即使存在，当远方来到眼前后，难道不会变成另一种苟且吗？
小说比电影更狠。
小说最后，主人公见到大象，等来的却是一记重踩。
电影最后，漆黑的夜里，汽车投过一束光，主人公踢着最擅长的毽子，听到了黑暗里传来大象的鸣叫。
即使远方没有大象，也该去看一看。",还行
飛佐斯尼力克齊,2018-11-22,“你是真不懂还是装给自己看啊？”胡波懂，也不是装，只是他就是走不出自己的偏执，但凡他心里有那么一点光，这电影就不会这么灰暗，他的人生也不会这么灰暗。,推荐
康我,2018-10-03,胡波导演，你看到了吗？感恩一切。,力荐
name,datetiem,text,rate
LOOK,2018-08-02,长镜头调度很熟练，目的性也非常强，最大程度强化个体对抗世界的冲动，影片强烈的颓丧风格也是源于此。几条线索，显出不足的是老头那条线。演员选的不好，气场不合适。与小孩的交集有点生硬与刻意。3.5,推荐
李九弟Jody.L,2018-02-17,【2018.2.16 柏林首映】“生活比我们想象的更漫长一点。”我们还要沾满污垢地活下去。,推荐
451½°F™,2018-11-25,对于导演的同情完全绑架了对作品的评价。从剧本、表演、台词各方面都是完全不及格，胡波的个人极端体验与偏执塞满整个作品，却随处可见其对于之前愤怒电影的简单模仿（有些桥段完全生硬无理），说到底只是想强加于观众某种共情感。出于制作困境而营造出的长镜头粗粝却意外呈现苍凉感，是惟一的长处，但是应该加分的却是天朝本身现实，而并非导演的所谓才华。,很差
XU,2018-07-21,看着太疼，导演真是对自己生吞活剥，然后一把火自焚,力荐
牛肉粉.cpp,2018-04-02,看到半个小时时想出来的本片的缺点到了一半时全被我理解成了优点：台词生硬才得以展现情感的疏离，演员表演的刻意仿佛是在讲“不舒服”的我们的挣扎，看世界的视角的一根筋甚至说狭窄不代表不是生活的真实，而且反而有浪漫主义艺术化的作用…最后，真不觉得有四个小时。,力荐
一起吃地瓜,2018-08-07,这个片子都是灰色的，看完心情压抑丧丧的，导演还是很有才华的。,推荐
静心安怡_,2018-08-04,我一定会去电影院观看。,2018-08-04 07:00:51
sureyet,2018-08-04,结构和视听都有点像格斯范桑特的那个《大象》，但QQ空间风的内容配不上这个形式。,还行
南乌,2018-07-29,挥手自兹去，萧萧班马鸣。,2018-07-29 19:45:34
局外人psy,2018-11-17,只有深沉的爱，才能丧到骨子里。,推荐
童莘,2018-08-01,三星半，看完会直接抑郁。借着众角色之口宣泄自我，摒弃一切商业性元素来控诉。,还行
北回归线,2018-04-02,不复杂的情节，极简的对白，极慢的动作和对话，却丝毫不形式化和做作。灰蒙蒙的天空下，对时间无限的聚焦，拉抻到几近撑断，和肉眼看不到的那个部分，但里面依然什么也没有，黑暗和虚无。年华流淌，生命凋零，看着看着忘了时间。- MoMA (4/1/2018),力荐
Bell,2018-06-04,这个作品就是没完成。这个作品剪成4个小时就是傻逼。如果能重新剪辑，作为处女作，绝对有个四星。,2018-06-04 06:23:58
standalone,2018-08-01,确实可以短一些。故事和人物动机，在胡波的想法体系里是成立的，没有问题。导演想讨论的东西反而应该是片子没有说出来的部分吧。,还行
IMPcore,2018-08-07,就如《萬箭穿心》，一般的觀眾必然只能看到作品“喪”的那一面，他們註定看不到，也思考不到更多的東西。導演有個性有稜角有手法，摧枯拉朽，是不可多得的內地好作品。外景在石家莊，整個氣質真的像極了萬青的搖滾樂作品《殺死那個石家莊人》。遺憾的是：這是導演第一部也是最後一部作品。,推荐
荆棘,2018-08-01,你看前路一片漆黑，为什么不哭呢？,2018-08-01 12:59:03
吉米糕,2018-11-18,好爱这个结尾，暗夜里的光亮与大象的嘶鸣，愿此刻的你看得到，听得见。,力荐
phoebe,2018-08-25,折磨自己的人也喜欢折磨别人，也因此又回旋到折磨自己身上。胡波显然不想把剧情说清楚就完事，而是跟着让你煎熬，灰色到让人不舒服的色调增加饱和度后发现才是人间常见的颜色，是不是有些人的眼睛就是淡灰色的呢？记得胡波微博里写过，靠喝酒睡觉逃避，但后来这些都不管用后，只能一整天对着墙壁。这样有才华的忧郁人，哪有在这世上的活法？,推荐
小憬君,2018-11-17,这就是我为什么期待金马奖的原因之一。,力荐
夕岸,2018-11-12,#HKAFF2018#胡波是被多少人伤害过才写出这样绝望的剧本？但他并不指责任何人，而是指向了这些装腔作势、狐假虎威的人所织就的巨大的网。视觉上用了大量的大光圈游移长镜头，观众就像跟在主角身后的游灵，其他角色则全都面目模糊。,推荐
name,datetiem,text,rate
glim,2018-09-23,虽然我giao一直教导我们不要做那种懂得了很多道理，却依旧过不好这一生的人，但是，做人真得太苦了，这种难过和失落，就像你摸不到的大象一样，无法完全把握,力荐
文生哒,2018-11-19,"大象坐在哪？
坐在手机屏幕电脑屏幕杂志小说游戏广播里。
看了会怎样？不会怎样，谁也知道，还是想看。
看也得明白，看了不会怎样。
导演他化身女孩少年青年老人喊出对世界的痛恨。
世界是丑的，没错啊，活着是会有处理不完的麻烦啊。
愤怒的青年。
但你看看大象，会好一点嘛。满洲里，就看大象，其他不谈。
进影院，只看电影，其他不谈。
看了有什么用，没用，但我还是要看。
哪有什么你高贵，我粗俗？",推荐
Cusack,2018-08-01,闷的我喘不过气,较差
文谜题,2018-02-25,我不管我就是爱矫情生涩僵硬的对白,力荐
我在成都养熊猫,2018-11-19,好好活着吧，这个世界没你想的那么绝望,推荐
苏乏,2018-08-19,比预想更丧，但也更优雅，遭遇生活恶意的角色们被逼上满洲里，这一偏执决定荒腔走板，透着他人的诗意，透着骨子里的虚设，绝路外是有青天的，多数时候是不愿意使然,推荐
花生酱,2018-11-19,"这是一个无力反抗 充斥绝望的故事
四个主人公都有自己想要逃离的生活窘境 却都被更复杂的困境桎梏住 同样也都被那个在动物园里席地而坐的大象所吸引
整个电影色调都是比较灰暗的 但却不让人觉得沉闷 长镜头太多了 人物常常在镜头的边缘不知道是不是也表现了他们的无助和孤立
我喜欢电影的配乐 尤其是电影结束时在黑暗中想起来的那段音乐
四个小时的时长 没有很激烈的冲突 却仍然能吸引人安安静静地看完并且沉溺进去 我觉得这就已经非常难得了",推荐
华盛顿樱桃树,2018-08-06,生活一角，无比的真实。不要说什么向死而生，这的确这是丧，丧没有什么不好，我们的生活就是在认真的丧。起码不是沦丧。文本和影像的确看得出才华，但节奏和叙事在拖拉了近四个小时后，还是能看到欠缺的叙事能力，和文本组织能力。写出上述文字，是基于对这位作者和导演的尊重。,还行
鹘鹰,2018-08-19,抱着很大期望来看 然而刨去公众号所吹嘘的胡波遗作的噱头 所呈现的实在不尽人意 前半段粗糙的运镜 无意义的长镜头与死亡的意象堆积 台词很差 配乐一直用后摇又不甚切合 可如抑郁一样复沓 也令我想到一句话 “这个世界不适合过度文艺的人 唯有梦和死亡适合他们”,较差
翻滚吧！蛋堡,2018-11-17,虽然表演和台词上都有遗憾，但四个小时并不觉得漫长，能让观众不自觉与角色一同发酵痛苦、控诉绝望，最后几场戏力量太强。,推荐
BIG J,2018-09-16,先拍的前面吧，前后的表演水平对比太强烈，犯罪故事硬要加上大象这个象征物，弄了那么个矫情的结尾。读库主编说年轻人不管是谁投稿，来了稿子他先把最后一段删了再看，不然文章最后老是矫情的拔高，没必要。找个好剪辑吧，片子不烂，现在太拖沓尿点太多。,还行
本来老六,2018-08-01,不好。,还行
非青,2018-08-19,"配音和后期问题很大，基本功和台词还需要很多精力，演员瞥摄影师和弹簧长镜头也挺尬的，前面的强行长镜头并没起到需要的效果
后半部分还算正常，故事也讲得比较到位，感觉整部片陷入技术不熟练需要剪辑然而全部拍的长镜头无法剪辑的困境。",还行
emmmm,2018-07-04,三大一小走出夜幕下的石家庄站 响起了回家 但是没有一个人回得去,力荐
Daramania,2018-04-02,被赵国支性足足捶了四个小时,力荐
老脸,2018-10-09,这可能也不是导演生前想的最终形态，但和很多电影根本的痼疾一样：过于生硬的夫子自道。,还行
fire,2018-09-21,王导说的没错，确实长了点。缺点不少，但在国产电影里已算不错。中国通天塔?,还行
Nichkhunyll,2018-11-18,惠存这份凉薄和嘉奖。,力荐
三替工司,2018-08-01,最讨厌影响我心情的人,推荐
.Light,2018-11-18,恭喜获得金马奖最佳剧情长片奖,力荐
name,datetiem,text,rate
东林君,2018-01-17,有的人死了，他还活着,力荐
Lycidas,2018-02-21,有很多喜欢的地方，但更多的是遗憾。遗憾导演没有再抵御这个世界的严寒更久一些。若他活下去，可能就不会这么狭隘，不会把经验和常识不足当作外界加诸的苦难，把故作深沉当作青春姿态，也不会把父母和成年人都当作敌人。他再也没机会理解挣扎熬过去是什么感觉，是更苦涩，还是更宽广。,还行
Peter Cat,2018-02-21,结尾剧作和台词都露了馅，陷入一种偏执的无路可走，但这个死胡同其实是假的，是作者自己给自己按上去的，他当然知道出路或许是可能的，但他不相信，不相信事情和人是会变的，他更愿意相信那个死胡同，那个速朽的永恒。无论是电影还是真实生活。,推荐
云隐Gabrielle,2018-02-18,一群猪飞上天的年代，不从事艺术行业的父母是新一代穷艺术家们的最大对立面和最终连带受害者。没办法单纯冷静地评价这部电影，全片看下来眼泪一直凝在鼻子里。斯人已逝，希望胡波父母能好过一些。,力荐
咯咯精,2018-02-17,你总是不高兴，跟个诗人似的。,还行
麦香鱼配🍟套餐,2018-03-01,“你以为别人是傻逼看不出来你那要表达的肤浅的东西？？”,很差
陀螺凡达可,2018-02-17,一股原始生猛的影像力量。,推荐
岳漟,2018-02-24,这个片子实在是……应该说，这个导演的心里实在是开不出一朵美丽的花。没有春天的人，拍出来的东西大约也是吻合他的偏执的。对于世界的认识与理解狭隘，模块化。就如三言，文字美妙，观点实在是男权封建。喜欢不起来。,还行
水怪,2018-03-25,华语电影的确很多年没有出现这样单纯展示愤怒与绝望情绪的电影了，这在很多过来人眼中的确还是一个稍显幼稚的表达。但对生活不满，纯粹骂街式的态度是青年人绝对必要的一个阶段。集体性理中客式的青年状态对于一个民族来讲甚至是恐怖的。,推荐
罌至,2018-04-04,認認真真恭恭敬敬地看了完整版之後才有底氣說出我不喜歡這部片子。世界觀這麼狹隘偏激的人註定成不了大事。片中的三觀也真是200多邁的速度開歷史倒車，跟女德班不相上下了。一切都是你自找的。王小帥說的一點沒錯，“你以为别人是傻逼看不出来你那要表达的肤浅的东西？？” 這四個小時我幹點什麼不好..,很差
法棍老人,2018-02-28,别拍电影，别当作家，学个绘画，或者音乐，哪怕跳跳舞也行。——胡波。,力荐
胤祥,2018-02-17,#Berlin2018# 友情加一星。大概是中国乃至世界范围内拍得最像贝拉·塔尔的（真的是学到影像逻辑的精髓了，音乐也是）用塔爷的方法讲了个一天之内的多线故事。影像风格比较像日本丧片。但是世间哪有这么多恨啊……还有的问题便是塔爷的风格和强戏剧性真的不搭，而且感悟式的说教也太多了点,推荐
木卫二,2018-04-02,去满洲里的人，不过是害怕坐在原地等老待死的生活无望。整片是又一出中国式家庭大型互害飙粗现场，狗逼狗屎废物泼妇瘪三恶心之类台词，接连不断，夹杂一些人生是痛苦的说教沉迷。长镜头设计相当用心，却像一把攥紧的双刃，刺向观众也刺中自己。一个成熟的导演，需要三部作品才能风格成型。我甚至想不到仅拍过一部电影就遗留在世上的电影导演。很遗憾，不需要评价胡波了。,还行
陆支羽,2018-07-22,4.5。是啊，胡波并不是丧，是向死而生。无论是《井里的人》还是《大象席地而坐》，都是在狗日的绝望中寻找操蛋的希望，即便整个世界只剩下穷途末路的肮脏废墟，即便满洲里的大象只是空有嘶鸣的幻影。选择速朽，难道不是一种永恒吗？至少在那个出逃的夜晚，他们曾暂时放下愤怒，围在一起勇敢地踢毽子，宛如轮舞。,力荐
LORENZO,2018-02-17,悲怆的个人以及时代挽歌，致郁力百分之三百。四小时讲述的四个家庭盘根错节的愤怒与仇恨，对话极其冷酷，爱被深深埋进了故事线。音效渣，后期还有大量工作，但表演真是很赞，长镜头叙事也极具个人风格。你终于去了你魂牵梦绕的满洲里，一场电影结束了仿佛看完了你的一生。感谢胡波，R.I.P.,推荐
桃桃淘电影,2018-04-06,7，有很惊喜的地方，也有很遗憾的地方。但归根结底，它是不同的，胡波本身在文本上还是有基础的，有些镜头设计也很用心，配乐用得很出色。只可惜，这是唯一一部了……,推荐
凌睿,2018-08-03,"即便是张艺谋、冯小刚这样的导演，一旦创作受到资本的干涉就会严重影响影片质量。胡波的电影经历那么多风浪还能完成度很高，已经非常不错了。
我们无法想象，假如制片人、监制多给胡波一些自由和空间，电影是不是会更好。可惜，我们永远也等不到那一天了。
PS：11月17日，《大象席地而坐》获得金马奖最佳影片和最佳改编剧本，这应该是对当初不看好导演和这部电影的人们最有力的回击。",推荐
次等水货,2018-07-21,这个故事太真实了，就是我身边发生过或在我成长过程里看到过的，电影中的那些事件对峙、心理对峙，没有生活经验和内心思考过的人是做不出这样的电影的。大量的长镜头、跟拍，镜头虚实结合，在物理上它们不是景深镜头，可它们在叙事层面上却是极有深度的。导演原本有机会成为华语电影最有影响力的导演。,力荐
邢早早,2018-03-25,香港艺术中心的空调冷的我骨头缝疼，尽管如此，我还是睡过去了3次。对不起了导演，不好看就是不好看。我觉得自己这四个小时应该去爬太平山。,较差
無雲,2018-02-27,"首先逝者安息。
其次想说，导演很有才华，值得肯定。这种比较灰色的丧风格我很喜欢。他也应该算是中国导演新生代的有风格的一个。
最后就是，我希望我们不要因为一个人或者一样东西离开了就神化他／她／它。客观评价没那么好。",还行
name,datetiem,text,rate
易老邪,2018-08-16,国内文青拍出来的东西一言以蔽之就是——没头脑与不高兴，外加各种拧巴和死气沉沉。,较差
haize,2018-03-03,很久没有在电影中见过如此狭窄的世界了  一星给结尾,很差
小易甫,2018-02-18,翻译一下后期制片人对深焦编辑部的回答：你的问题我谈不上，我也不想鸟你。,推荐
亵渎电影,2018-08-25,有风格，有表达，所有绝望的事情都赶在一起发生在这几个人身上，粗粝生猛，可惜这么有才华的新导演被资本家逼死了，他用生命的代价让这部电影得以用他想要的面目跟观众见面。我不想看到导演死后，任何人碰过的版本，反而导演朋友圈流出的版本每一帧都是导演的初衷，虽然有点粗糙，反而是原汁原味。新人导演被资本压迫，被前辈强奸，被剥夺创造的自由，其实都是行业潜规则式的常态了，圈内人见怪不怪，为了自己的钱景必然是站队资本，只是遇上了胡波，他用生命捅破了这层窗户纸。,推荐
爻,2018-07-31,… 没捧的那么好吧… 看得出来想表达些东西，很像娄烨 又没娄烨细腻，情景感觉有点贾樟柯？镜头贴脸拍，搞得演员不自在…说是不自在表现情感疏离？？？过于没有意义的镜头太多太多吧… …不是镜头长就镜头好了，什么时候起拍长镜头成了拍电影牛逼的代名词，自杀成了才华横溢的代名词,还行
弗宝路,2018-08-05,我从来不认同“死者为大”，因死亡而歪曲对一部作品的评价，这恰恰是对死者的不尊重。《大象席地而坐》确实不是一部好片子，不厌其烦的怨气、沮丧、失落无法让人看到一丝冷静与思维的温度，一点简单的美好的向往，而是烂透的死寂和消极，没有深度，没有思考力，王小帅对胡波的评价是中肯的。,较差
栗色雪,2018-02-21,影片对北方土地上某种日常生活的非理性、深入脊髓的戾气、只有人情没有法理的荒诞，以及某种黑社会式的人际关系和社会架构，招招中的，处处惊心，绝望而柔软。四个小时的片长，将观众徐徐引入导演敏感而善良的mentality。,推荐
同志亦凡人中文站,2018-07-29,胡波把自己的苦闷、悲伤、绝望和迷惘都放进了这部长达4小时的处女作里面，导演才华毋庸置疑。电影的优缺点很明显：优点是三条故事线在交叉中平稳推进，圆满实现了群像刻画的初衷；缺点是过于追求镜头感，对白和表演有僵尸化的倾向。其实不只满洲里，哪个地方都有席地而坐的的大象。祝天堂安好！,推荐
60KMH,2018-02-25,我可能很赞赏你，但我更赞赏不自杀的你,很差
法兰西胶片,2018-07-21,胡波最后是在努力寻找办法的，从电影来看，他是最健康的。,力荐
朱一一,2018-04-13,我想，导演要是不自杀估计分就不会给那么高了吧,较差
猛小姐,2018-08-24,中二青年还没学会遵守礼貌却觉得世界对他一般、觉得他跟世界不合啊！抱歉我真的挺受不了这种对世界的狭隘的认知，全程尴尬，真想打烂那几个不谙世事的年轻人一脸的傲气和冷漠相。导演没活下来真是可惜。他真的应该活下来，过不了多久再看看就会发现，促使他放弃世界的这股子怨气，是多么的无知、狭隘又卑鄙。,较差
米粒,2018-04-02,影像与影像的表达，应该是一种手段，而不是目的,还行
行所在,2018-08-01,电影首先要好看，这个片子很难看,很差
阿城1991,2018-08-15,作品十分青澀，台詞和人物運轉都是在導演推動下完成的，以至於缺少了人物本身的靈魂，彷彿木偶戲一般。將近四小時的片子缺少對於節奏的把控，整個影片為了喪而喪，就差導演從鏡頭裡爬出來指著我鼻子說，嘿你看我是不是很憤怒，是不是很喪啊，你有沒有看出來我想表達的東西啊，我的長鏡頭是不是很牛逼啊。去你大爺吧，這片子除了預告片不錯，別的真心差，差到家了，就算重新剪輯也掩蓋不了內容上的貧乏。,很差
killer CAT,2018-02-06,"描述出了很多中国的dysfunctional family, 人物之间的对话充满passive-aggressive, 跟他的小说感觉高度一致。处女作如此有风格，让我想起了人间失格，牯岭街，大象... 只可惜是以这种方式相遇。另外看之前没想到最近看好的彭昱畅也是主演之一，真是棵好苗子。",推荐
大瘦瘦,2018-04-06,他目睹两起自杀、心爱之人却早已离去；他为人出头落荒而逃、不承认身份证上的名字是自己；他亲手把死狗扔到臭水沟、目光扫过养老院每一隅；她嫌母亲比副主任更恶心，挥起铁棍打出致命一击。这是一帮狗逼对抗这个丧逼世界中更多狗逼的故事：到不了的满洲里，看不见的大象，这个国家的人怎么都这样邪恶？,推荐
Supersonic,2018-04-03,我只想说，抛开死亡崇拜，如果胡波没有死，单纯以电影的角度而不带入其他信息，你们会如何评价这部电影？,还行
pkye,2018-02-27,王小帅以后当监制该有阴影了,2018-02-27 23:36:21
不语,2018-10-21,"这电影不行。
导演过于自恋：所有的角色其实是同一个人，就是导演自己。不管角色年龄职业经历性格心性，说话办事一个调调。都因他缺乏阅历所致。
他戾气太重：所有的角色在面对任何问题时，全部在发泄情绪，没有一个人是去解决问题的。如果全世界都欠你的，可能因为你是中二吧。
在表现方法上，他表达的东西就那么点儿，浅薄得很，观众一眼就明白了。完全用不着这么冗长，浪费大家时间。
人品不知，作品真不行。违心叫好，才是对艺术和对他的不尊重。
",很差
name,datetiem,text,rate
舌在足矣,2018-04-02,如此生活三十年，直到大厦崩塌。远算不上完美的作品，无论是粗糙的混音还是略显稚嫩的台词，但调度与运镜实在是太出彩了。这几年不少国内独立制作都喜欢去塑造这种一片死灰、丧到极点的环境，这部片无疑是最成功的,力荐
儿 子,2018-03-22,世界狭窄，理解狭隘，才华可观,还行
王大福,2018-03-21,新闻报道比电影本身好看太多了，也就是这戏身后的故事比电影好看，没必要把这片捧上天吧。观影现场也不是什么“四小时没人离场”，来来去去的观众老多了，大门总开开关关的。,2018-03-21 17:22:49
永隔一江水,2018-08-01,像一个小学生在讲述他对世界的认知。,很差
二十二岛主,2018-11-13,金马影展第13场。等了近一年终于在大银幕上看到了，就不说我自己对这部影片有多喜欢，说一个小细节，进场时就注意到戴着白帽子的侯孝贤导演坐在我前面两排，四个小时他很安静地坐在那里观看，当胡波的照片在大银幕上出现时，他很用力地鼓起了掌。胡波导演天堂有知，应该会有一丝欣慰吧。,推荐
